AL	2.355168969535542
AR	2.7685851318944845
AZ	2.28848175401712
CA	2.337736786181636
CO	2.545019639440024
CT	2.604381556907344
DC	2.4881450488145047
DE	2.3485740153915797
FL	2.385202097838864
GA	2.662907192266224
IA	2.632201182246268
ID	2.335909631391201
IL	2.3500058065265357
IN	2.4582925429564866
KS	2.564090590707448
KY	2.5441199684293605
LA	2.222020453024945
MA	2.411242019351017
MD	2.6297711053862782
ME	2.1258671952428148
MI	2.459154038263778
MN	2.4150976966873707
MO	2.619091423719219
MS	2.4844954599965736
MT	2.683266932270916
NC	2.162020339174835
ND	2.7560975609756095
NE	2.171315096612968
NH	2.220771768756276
NJ	2.3866204390233716
NM	2.5103020604120823
NV	2.40993328391401
NY	2.440759649663307
OH	2.4817715365919524
OK	2.1057306986201314
OR	2.164974182444062
PA	2.3014216626833184
RI	2.540043720190779
SC	2.226806492719714
SD	3.3
TN	2.363190331910205
TX	2.286169880432133
UT	2.315804575214545
VA	2.52609758690337
VT	2.3902439024390243
WA	2.431674163574876
WI	2.6299748398902105
WV	2.609082813891362
WY	3.1152263374485596
